Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
ELEC,EMD ELEC_CHG_1 EMD ELEC_CHR_1,70 Meister Ave,,Branchburg,NJ,08876,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.601563,-74.700105,2022-01-14,105206,2022-01-14 00:29:34 UTC,,,,2018-12-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,SIMON WOODBURNOUTLET1,1001 N Arney Rd,,Woodburn,OR,97071,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.15813,-122.876818,2022-01-14,105207,2022-01-14 00:29:34 UTC,,,,2018-12-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,LG&E CHARLIEVETTINER,NA CHENOWETH PARK RD,,Louisville,KY,40299,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.170416,-85.562259,2022-01-14,105208,2022-01-14 00:29:34 UTC,,,,2018-12-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,DELTA AIR LINES MIDFIELD #1,1000 Toffie Terrace,,Atlanta,GA,30354,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.653021,-84.430135,2022-01-14,105209,2022-01-14 00:29:34 UTC,,,,2018-12-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,NATIONAL INSTRU 23&24;,11500B N Mopac Expy,,Austin,TX,78759,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.407286,-97.727058,2022-01-14,105211,2022-01-14 00:29:34 UTC,,,,2018-12-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,City of Renton - City Hall,1055 S Grady Way,,Renton,WA,98057,,425-430-6600,E,,Private,,,,,,,2,,,Non-Networked,,200-9,47.474537,-122.204976,2022-01-10,105263,2022-01-10 14:12:23 UTC,LG,,,2017-01-12,,,,,J1772,US,,,,Privé,,private,,,MUNI_GOV,,,,,,,,,,,,,,,,,
ELEC,RSI EAST REALIZED STAT 1,1115 West St,,Southington,CT,06489,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.618456,-72.897344,2022-01-14,105265,2022-01-14 00:29:34 UTC,,,,2018-12-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,SM PROPERTIES RICHMOND CENTER,6619 Clayton Rd,,Richmond Heights,MO,63117,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.634146,-90.315379,2022-01-14,105267,2022-01-14 00:29:34 UTC,,,,2018-12-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,SM PROPERTIES LADUE,8851 Ladue Rd,,St. Louis,MO,63124,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.6552,-90.353208,2022-01-14,105268,2022-01-14 00:29:34 UTC,,,,2018-12-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,HOBBSHONDA SHOP 02,6100 N Green Bay Ave,,Glendale,WI,53209,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.128438,-87.932816,2022-01-14,105270,2022-01-14 00:29:34 UTC,,,,2018-12-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,SLCO FLEET SLC HEALTH 1,660 S 200 E,,Salt Lake City,UT,84111,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.755456,-111.886134,2022-01-14,105271,2022-01-14 00:29:34 UTC,,,,2018-12-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,EAST DIVISION PLYMOUTH 1,35 Resnik Rd,,Plymouth,MA,02360,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.950799,-70.707118,2022-01-14,105273,2022-01-14 00:29:34 UTC,,,,2018-12-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,HONDA SHOP 02,1601 Dallas Pkwy,,Frisco,TX,75034,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.092753,-96.824797,2022-01-14,105274,2022-01-14 00:29:34 UTC,,,,2018-12-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,HONDA OF COLA. STATION 2,4333 Sunset Blvd,,Lexington,SC,29072,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.013601,-81.155983,2022-01-14,105275,2022-01-14 00:29:34 UTC,,,,2018-12-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,KEYSTONEHEIGHTS TENNIS COURT PL,195 SE Lakeview Dr,,Keystone Heights,FL,32656,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,29.78068,-82.029588,2022-01-14,105276,2022-01-14 00:29:34 UTC,,,,2018-12-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,SM PROPERTIES SHOPPES PLAZA,10279 Clayton Rd,,St. Louis,MO,63124,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.63436,-90.405365,2022-01-14,105277,2022-01-14 00:29:34 UTC,,,,2018-12-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,REEF REEF ENV EDUCA,98300 Overseas Highway,,Key Largo,FL,33037,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,25.081528,-80.454987,2022-01-14,105278,2022-01-14 00:29:34 UTC,,,,2018-12-13,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,FOOTHILLS FOOTHILLS5,18261 N Pima Rd,,Scottsdale,AZ,85255,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.653549,-111.885091,2022-01-14,105281,2022-01-14 00:29:34 UTC,,,,2018-12-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Red Hill Shopping Center,850 Red Hill Ave,,San Anselmo,CA,94939,,415-740-6258,E,,Public,7am-9pm daily,,,,,,3,,,Non-Networked,,GPS,37.981179,-122.564817,2021-12-09,105292,2021-12-09 15:02:43 UTC,P,,,2013-01-01,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,SOLAR,
ELEC,Washington College,300 Washington Ave,Behind Bunting Hall,Chestertown,MD,21620,,,E,,Private,For permit holders only; contact Public Safety at 410-778-7810 for permit,,,,,,4,,,Non-Networked,,GPS,39.216351,-76.068383,2021-10-12,105293,2021-10-12 12:58:36 UTC,P,,,2018-11-01,,,,,J1772,US,,,,Privé,,private,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,
ELEC,RI COLLEGEVILLE STATION 1,600 Campus Dr,,Collegeville,PA,19426,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.159406,-75.472823,2022-01-14,105300,2022-01-14 00:29:34 UTC,,,,2018-12-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,LM CONSULTANTS EVSE 02,31 S Slusser St,,Grayslake,IL,60030,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.343546,-88.041468,2022-01-14,105301,2022-01-14 00:29:34 UTC,,,,2018-12-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,JLR SAN JUAN TX STATION 01,601 E Expressway 83,,San Juan,TX,78589,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,26.19376,-98.145359,2022-01-14,105307,2022-01-14 00:29:34 UTC,,,,2018-12-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,WESTFIELD GSP GSP CHARGER 03,1 Garden State Plaza Blvd,,Paramus,NJ,07652,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.915687,-74.076599,2022-01-14,105308,2022-01-14 00:29:34 UTC,,,,2018-12-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,WOODMAN'S STORE 41 EAST,2855 Woodman Avenue,,Altoona,WI,54720,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.81623,-91.455837,2022-01-14,105323,2022-01-14 00:29:34 UTC,,,,2018-12-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,1023HOLDING LLC SPRINGDALE GEN,1023 Springdale Rd,,Austin,TX,78721,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.26751,-97.693652,2022-01-14,105327,2022-01-14 00:29:34 UTC,,,,2018-12-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,PW LIBRARY CT4000 1,298 S Joe Martinez Blvd,,Pueblo West,CO,81007,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.324776,-104.741432,2022-01-14,105335,2022-01-14 00:29:34 UTC,,,,2018-12-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CITY OF NEWTON WAR MEM BLDG 5,98 Memorial Dr,,Newton,MA,02459,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.337575,-71.209717,2022-01-14,105337,2022-01-14 00:29:34 UTC,,,,2018-12-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CHOA SCOTTISH RITE 1,5455 Meridian Mark Rd,,Sandy Springs,GA,30342,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.904775,-84.354486,2022-01-14,105342,2022-01-14 00:29:34 UTC,,,,2018-12-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CHOA EGLESTON 1,2015 Uppergate Dr,,Atlanta,GA,30322,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.793652,-84.318888,2022-01-14,105343,2022-01-14 00:29:34 UTC,,,,2018-12-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,JOHNSON COUNTY CENTRAL LIBRARY,9875 W 87th St,,Overland Park,KS,66212,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.970384,-94.699075,2022-01-14,105344,2022-01-14 00:29:34 UTC,,,,2018-12-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,WATERWALL PLACE STATION1,2801 Waterwall Dr,,Houston,TX,77056,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,29.73619,-95.462441,2022-01-14,105348,2022-01-14 00:29:34 UTC,,,,2018-12-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,OBE POWER GRAHAM 6621,6621 Main St,,Miami Lakes,FL,33014,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,25.913271,-80.308001,2022-01-14,105349,2022-01-14 00:29:34 UTC,,,,2018-12-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,KROGER MARKET CARTERSVILLE 1,127 Main Street Market Place,,Cartersville,GA,30121,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.173287,-84.776994,2022-01-14,105351,2022-01-14 00:29:34 UTC,,,,2018-12-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Prunedale Shopping Center,8065 San Miguel Canyon Rd,Located behind Ace Hardware,Salinas,CA,93907,,831-663-2610,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,,6,,Non-Networked,,GPS,36.801708,-121.664142,2021-01-14,105357,2021-03-11 23:22:17 UTC,P,,,2018-12-01,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SHOPPING_CENTER,,,,,,,$0.24 per minute,,,,,,,,,,
ELEC,Elkhorn Slough National Estuarine Research Reserve,1700 Elkhorn Rd,,Castroville,CA,95012,,831-728-2882,E,,Public,9am-5pm W-Sun,,,,,,2,,,Non-Networked,,GPS,36.81702,-121.73011,2021-01-14,105358,2021-03-11 23:22:17 UTC,P,,,2018-12-01,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,SOLAR,
ELEC,Bud Clary Chevrolet,1030 Commerce Ave,,Longview,WA,98632,,,E,,Private,Service center use only,,,,,,,1,,Non-Networked,,GPS,46.132245,-122.935179,2019-07-09,105359,2021-03-11 23:22:17 UTC,P,,,2018-12-01,,,,,J1772COMBO,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,
ELEC,Guaranty Chevrolet,20 Highway 99 S,,Junction City,OR,97448,,541-234-3011,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,GPS,44.214122,-123.205072,2020-12-03,105360,2021-03-11 23:22:17 UTC,P,,,2018-12-01,,,,,J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Harvest Chevrolet,1600 E Yakima Ave,,Yakima,WA,98901,,509-731-3938,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,GPS,46.604239,-120.481583,2020-09-03,105361,2021-03-11 23:22:17 UTC,P,,,2018-12-01,,,,,J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Cascade Chevrolet,148 Easy St,,Wenatchee,WA,98801,,509-888-2985,E,,Public - Call ahead,Dealership business hours; for Chevrolet use only,,,,,,1,1,,Non-Networked,,GPS,47.467463,-120.336918,2020-09-03,105362,2021-03-11 23:22:17 UTC,P,,,2018-12-01,,,,,J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Airport Chevrolet,3001 Biddle Rd,,Medford,OR,97504,,541-622-2004,E,,Public - Call ahead,Dealership business hours,,,,,,3,1,,Non-Networked,,GPS,42.361323,-122.876631,2021-01-14,105364,2021-03-11 23:22:17 UTC,P,,,2018-12-01,,,,,J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,228 HARPS 228,916 West Monroe Ave,,Lowell,AR,72745,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.256059,-94.155134,2022-01-14,105370,2022-01-14 00:29:34 UTC,,,,2018-12-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,WHEELING METRA WEST LOT2,101 Wheeling Rd,,Wheeling,IL,60090,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.136423,-87.930241,2022-01-14,105373,2022-01-14 00:29:34 UTC,,,,2018-12-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,TERM GARAGE 2 MNAA PARK GA 2,Nashville,,Nashville,TN,37214,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.130497,-86.667155,2022-01-14,105377,2022-01-14 00:29:34 UTC,,,,2018-12-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,The Frank Jones 1884 House,110 Brewery Ln,,Portsmouth,NH,03801,,603-819-3183,E,,Public,24 hours daily; for resident and customer use only,,,,,,2,,,Non-Networked,,200-8,43.069292,-70.770503,2021-01-14,105391,2021-03-11 23:22:17 UTC,P,,,2018-04-01,,,,,J1772,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,,,,,,,,,,,
ELEC,Dorset RV Park,1567 Route 30,,Dorset,VT,05251,,802-867-5754,E,,Public,24 hours daily May-October; for guest use only,,,,,1,,,,Non-Networked,,200-9,43.233306,-73.081222,2020-10-09,105394,2021-03-11 23:22:17 UTC,P,,,2018-12-01,,,,,NEMA1450,US,,,,Public,,public,,,RV_PARK,,,,,,,,,,,,,,,,,
ELEC,Formula Ford Lincoln,4318 Middle Rd,,Rutland,VT,05701,,802-773-9168,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,Non-Networked,,GPS,43.573814,-72.966623,2021-10-12,105395,2021-10-12 12:58:36 UTC,P,,,2015-12-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Alderman’s Chevrolet,65 Windcrest Rd,,Rutland,VT,05701,,802-851-5264,E,,Public,24 hours daily,,,,,,,1,,Non-Networked,,200-9,43.576339,-72.965088,2020-10-09,105396,2021-03-11 23:22:17 UTC,P,,,2018-12-01,,,,,J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Lake Morey Resort,1 Clubhouse Rd,,Fairlee,VT,05045,,800-423-1211,E,,Public,24 hours daily,,,,,2,,,,Non-Networked,,200-8,43.909926,-72.152659,2020-10-09,105399,2021-03-11 23:22:17 UTC,P,,,2018-12-01,,,,,NEMA1450,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,
ELEC,Town of Panton - Park and Ride,3176 Jersey St,,Panton,VT,05491,,802-475-2333,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,44.147621,-73.34156,2020-10-09,105401,2021-03-11 23:22:17 UTC,LG,,,2018-12-01,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,,,,,,,,,,,
ELEC,Formula Ford,265 River St,,Montpelier,VT,05602,,802-223-5201,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,44.247089,-72.550282,2020-10-09,105402,2021-03-11 23:22:17 UTC,P,,,2018-12-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,
ELEC,Cody Chevrolet,364 River St,,Montpelier,VT,05602,,802-552-4574,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,44.248074,-72.54981,2020-10-09,105403,2021-03-11 23:22:17 UTC,P,,,2018-12-01,,,,,J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,
ELEC,Capitol City Volkswagen Mazda,2287 Berlin State Hwy,,Barre,VT,05641,,855-474-0740,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,Non-Networked,,200-9,44.232425,-72.554413,2020-10-09,105404,2021-03-11 23:22:17 UTC,P,,,2018-12-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,
ELEC,Suncommon,442 US-2,,Waterbury,VT,05676,,802-882-8181,E,,Public - Call ahead,Primarily employee use only,,,,,,3,,,Non-Networked,,200-8,44.322348,-72.741639,2021-10-12,105405,2021-10-12 12:58:36 UTC,P,,,2018-12-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,OFFICE_BLDG,,,,,,,,,,,,,,,,SOLAR,
ELEC,White House Inn,178 VT-9,,Wilmington,VT,05363,,802-464-5005,E,,Public,24 hours daily; for guest use only,,,,,,2,,,Non-Networked,,200-9,42.86338,-72.854667,2021-01-14,105407,2021-03-11 23:22:17 UTC,P,,,2018-12-01,,,,,J1772 TESLA,US,,,,Public,,public,,,INN,,,,,,,,,,,,,,,,,
ELEC,Brattleboro Music Center,72 Blanche Moyse Way,,Brattleboro,VT,05301,,802-257-4523,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,42.848632,-72.58356,2020-10-09,105409,2021-03-11 23:22:17 UTC,P,,,2018-12-01,,,,,J1772,US,,,,Public,,public,,,OTHER_ENTERTAINMENT,,,,,,,,,,,,,,,,,
ELEC,The Equinox Resort,3567 Main St,,Manchester Center,VT,05255,,800-362-4747,E,,Public,24 hours daily; for guest use only,,,,,8,,,,Non-Networked,,200-9,43.161991,-73.072563,2020-06-09,105410,2021-03-11 23:22:17 UTC,P,,,2018-12-01,,,,,NEMA1450 NEMA515,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Hampton Inn & Suites,4519 Main St,,Manchester Center,VT,05255,,802-362-4000,E,,Public,24 hours daily; primarily for guest use,,,,,,4,,,Non-Networked,,200-9,43.173793,-73.06195,2020-06-09,105412,2021-03-11 23:22:17 UTC,P,,,2018-12-01,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,MTOWER 139 GARAGE,10 W Market St,,Indianapolis,IN,46204,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.76888,-86.159519,2022-01-14,105416,2022-01-14 00:29:34 UTC,,,,2018-12-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,SIMON LIGHTHOUSE 2,701 Wabash St,,Michigan City,IN,46360,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.715661,-86.905555,2022-01-14,105420,2022-01-14 00:29:34 UTC,,,,2018-12-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,PALO VERDE APTS STATION2,7880 US-290,,Austin,TX,78736,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.230035,-97.88718,2022-01-14,105421,2022-01-14 00:29:34 UTC,,,,2018-12-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,LAKEWOOD CITY CENTER PRK,14821 Detroit Ave,,Lakewood,OH,44107,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.484782,-81.800244,2022-01-14,105422,2022-01-14 00:29:34 UTC,,,,2018-12-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CONFLUENCE SBC CONFLUENCE SBC,75 Waneka Pkwy,,Lafayette,CO,80026,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.989461,-105.091582,2022-01-14,105423,2022-01-14 00:29:34 UTC,,,,2018-12-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,GREENFIELDMA OLIVE ST 04,11 Olive St,,Greenfield,MA,01301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.586601,-72.599996,2022-01-14,105425,2022-01-14 00:29:34 UTC,,,,2018-12-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,PALO VERDE APTS STATION1,7814 US-290,,Austin,TX,78736,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.23125,-97.887922,2022-01-14,105426,2022-01-14 00:29:34 UTC,,,,2018-12-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,ATAPCO PROPERTY ATAPCO GARAGE 1,601 N Calvert St,,Baltimore,MD,21202,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.297438,-76.612611,2022-01-14,105428,2022-01-14 00:29:34 UTC,,,,2018-12-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,ELAN ROSEMARY ELAN ROSEMARY 1,710 N Lemon Ave,,Sarasota,FL,34236,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,27.342298,-82.540221,2022-01-14,105431,2022-01-14 00:29:34 UTC,,,,2018-12-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,HCRH SHOP01,686 Galleria Blvd,,Rock Hill,SC,29730,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.940743,-80.969187,2022-01-14,105439,2022-01-14 00:29:34 UTC,,,,2018-12-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,SIMON UNIVERSITY PRK2,6501 Grape Rd,,Mishawaka,IN,46545,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.720697,-86.190642,2022-01-14,105442,2022-01-14 00:29:34 UTC,,,,2018-12-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CHARGER 1 DC FAST 02,3825 Jonesboro Rd,,Union City,GA,30291,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.559394,-84.513862,2022-01-14,105446,2022-01-14 00:29:34 UTC,,,,2018-12-21,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
